Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
100.jpg,Diseased,205.45737524461836,623.0846859291662,562.5329963235295,605.197099113618,0.6423322018539286,0.49169519869999495,0.6453913646558214,0.48942569530336455,3.3501865215264184,6.538551859099805,5.188924632352942,6.413614212808411,6.6701736283227655,7.146920180356287,6.704384572414621,7.152562101553583,0.003211745416127724,0.001883946290241432,0.0031386208891731092,0.0018726657044326235,0.05667226319927345,0.04340445012025186,0.05602339590896922,0.04327430767132645,0.9817680042377653,0.9442764304478894,0.949887980097113,0.9458761490905473
101.jpg,Diseased,205.45737524461836,605.197099113618,562.5329963235295,623.0846859291662,0.6423322018539286,0.48942569530336455,0.6453913646558214,0.49169519869999495,3.3501865215264184,6.413614212808411,5.188924632352942,6.538551859099805,6.6701736283227655,7.152562101553583,6.704384572414621,7.146920180356287,0.003211745416127724,0.0018726657044326235,0.0031386208891731092,0.001883946290241432,0.05667226319927345,0.04327430767132645,0.05602339590896922,0.04340445012025186,0.9817680042377653,0.9458761490905473,0.949887980097113,0.9442764304478894
102.jpg,Diseased,205.38388270547944,605.1692567437934,562.4278952205882,623.0317485898469,0.6419593998146407,0.48890992092744123,0.6451780290417449,0.49135905995937257,3.3515166340508804,6.416023943824105,5.190211397058823,6.539902536357008,6.671710580327186,7.154068052613808,6.7050840030083165,7.148082844269908,0.0032071543275102674,0.0018688974896380315,0.0031358360281727583,0.001880939586767119,0.05663174310852764,0.04323074704001807,0.055998535946690235,0.043369800400360606,0.9817728919354486,0.945873676502398,0.9498928001839856,0.9442760556692861
103.jpg,Diseased,205.38388270547944,623.0317485898469,562.4278952205882,605.1692567437934,0.6419593998146407,0.49135905995937257,0.6451780290417449,0.48890992092744123,3.3515166340508804,6.539902536357008,5.190211397058823,6.416023943824105,6.671710580327186,7.148082844269908,6.7050840030083165,7.154068052613808,0.0032071543275102674,0.001880939586767119,0.0031358360281727583,0.0018688974896380315,0.05663174310852764,0.043369800400360606,0.055998535946690235,0.04323074704001807,0.9817728919354486,0.9442760556692861,0.9498928001839856,0.945873676502398
104.jpg,Diseased,192.14878913894324,650.4106058861901,568.9974264705883,625.4033997160509,0.6308100561009646,0.47901389590763754,0.6358192745971252,0.47530696107595005,3.5964408023483365,7.045332105444918,5.505407475490197,6.956571121599325,6.767905956506832,7.2531089420338475,6.794367399402715,7.262813110795077,0.0028447710453929137,0.0016015306000610112,0.002785062808249833,0.0015728360819894504,0.0533363951293384,0.040019127927292605,0.05277369428275638,0.03965899749097864,0.982109737829459,0.9389281966349227,0.9467993118302351,0.9412763059125254
105.jpg,Diseased,192.14878913894324,625.4033997160509,568.9974264705883,650.4106058861901,0.6308100561009646,0.47530696107595005,0.6358192745971252,0.47901389590763754,3.5964408023483365,6.956571121599325,5.505407475490197,7.045332105444918,6.767905956506832,7.262813110795077,6.794367399402715,7.2531089420338475,0.0028447710453929137,0.0015728360819894504,0.002785062808249833,0.0016015306000610112,0.0533363951293384,0.03965899749097864,0.05277369428275638,0.040019127927292605,0.982109737829459,0.9412763059125254,0.9467993118302351,0.9389281966349227
106.jpg,Diseased,192.13649706457926,625.5227811672614,569.0755974264706,650.4009976593377,0.6306673039385833,0.475357374145307,0.6359279950948288,0.4789862020975726,3.5956457925636007,6.955450673420053,5.50548406862745,7.045086527761789,6.768497489291111,7.262543479946112,6.7939095515238375,7.253189496022262,0.002843970300962081,0.0015734712048106323,0.0027866150864451172,0.0016019452203003587,0.053328888052931324,0.039667003980772636,0.05278839916539539,0.04002430786784899,0.9821145642570991,0.9412774379884747,0.9468030680463808,0.9389419313455895
107.jpg,Diseased,192.13649706457926,650.4009976593377,569.0755974264706,625.5227811672614,0.6306673039385833,0.4789862020975726,0.6359279950948288,0.475357374145307,3.5956457925636007,7.045086527761789,5.50548406862745,6.955450673420053,6.768497489291111,7.253189496022262,6.7939095515238375,7.262543479946112,0.002843970300962081,0.0016019452203003587,0.0027866150864451172,0.0015734712048106323,0.053328888052931324,0.04002430786784899,0.05278839916539539,0.039667003980772636,0.9821145642570991,0.9389419313455895,0.9468030680463808,0.9412774379884747
108.jpg,Diseased,157.05292930528378,534.2051648056483,502.7657015931373,534.7818119028434,0.6471996208909082,0.5003895238241097,0.6580611066147537,0.49890830225074145,2.653971991193738,5.466390391773148,4.409206495098038,5.464717393806839,6.72257872698038,7.17211696764553,6.722819427164694,7.169855170392828,0.002617987460223706,0.0014905710682788084,0.0025949057667404817,0.0014831606738191989,0.05116627268253675,0.038607914580805945,0.05094021757649335,0.03851182511669888,0.9860106700465079,0.9520467032023597,0.9550439574090255,0.9519949400760909
109.jpg,Diseased,157.05292930528378,534.7818119028434,502.7657015931373,534.2051648056483,0.6471996208909082,0.49890830225074145,0.6580611066147537,0.5003895238241097,2.653971991193738,5.464717393806839,4.409206495098038,5.466390391773148,6.72257872698038,7.169855170392828,6.722819427164694,7.17211696764553,0.002617987460223706,0.0014831606738191989,0.0025949057667404817,0.0014905710682788084,0.05116627268253675,0.03851182511669888,0.05094021757649335,0.038607914580805945,0.9860106700465079,0.9519949400760909,0.9550439574090255,0.9520467032023597
