Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
100.jpg,Diseased,304.7357968444227,531.5251832239745,544.7606081495098,507.46217719964704,0.23818971206124023,0.22997246691230686,0.264879884943753,0.2251476100646147,7.395349192759295,8.66900732895898,8.618037683823529,8.568120947008941,7.8420123450727175,7.888972726054744,7.865072059185225,7.890461744317389,0.0007258532929933883,0.0006850348232633599,0.0007640173947614049,0.0006805412880770513,0.02694166462922045,0.026173169912399985,0.027640864580569923,0.026087186281334582,0.972377026333372,0.951885560233924,0.9506164890143664,0.9540637897437452
101.jpg,Diseased,304.7357968444227,507.46217719964704,544.7606081495098,531.5251832239745,0.23818971206124023,0.2251476100646147,0.264879884943753,0.22997246691230686,7.395349192759295,8.568120947008941,8.618037683823529,8.66900732895898,7.8420123450727175,7.890461744317389,7.865072059185225,7.888972726054744,0.0007258532929933883,0.0006805412880770513,0.0007640173947614049,0.0006850348232633599,0.02694166462922045,0.026087186281334582,0.027640864580569923,0.026173169912399985,0.972377026333372,0.9540637897437452,0.9506164890143664,0.951885560233924
102.jpg,Diseased,304.87715569960864,507.62443497947135,544.9333486519608,531.8117954030927,0.2380684223001404,0.22523386774044968,0.2648266973087724,0.22978402950634058,7.399324241682974,8.570707186984382,8.621537990196082,8.674678638578719,7.84259056514424,7.890861898461398,7.865327551159682,7.889625999980808,0.0007256253645359364,0.0006803676364043644,0.0007640231732724495,0.0006846261219635088,0.026937434260447604,0.026083857774577064,0.02764096910877854,0.02616536110898355,0.9723636611862292,0.9540481984208706,0.9505998615763669,0.9518586691140005
103.jpg,Diseased,304.87715569960864,531.8117954030927,544.9333486519608,507.62443497947135,0.2380684223001404,0.22978402950634058,0.2648266973087724,0.22523386774044968,7.399324241682974,8.674678638578719,8.621537990196082,8.570707186984382,7.84259056514424,7.889625999980808,7.865327551159682,7.890861898461398,0.0007256253645359364,0.0006846261219635088,0.0007640231732724495,0.0006803676364043644,0.026937434260447604,0.02616536110898355,0.02764096910877854,0.026083857774577064,0.9723636611862292,0.9518586691140005,0.9505998615763669,0.9540481984208706
104.jpg,Diseased,326.2592343444227,593.8368213038641,617.4117876838236,575.0476727677371,0.22094587935914908,0.21329155873487243,0.2477800644414091,0.20892529864135878,8.279033145792564,9.843390506887687,9.787369791666666,9.827197728406432,7.971549658103543,8.021281446577508,7.997925764707681,8.025340331619663,0.0005666963236583059,0.0005373117276081192,0.0005972928608531724,0.000532432519035821,0.023805384341747265,0.023179985496287938,0.02443957570935249,0.02307449932362176,0.9701601430999487,0.9457066790807007,0.9434466762156849,0.9474245281629372
105.jpg,Diseased,326.2592343444227,575.0476727677371,617.4117876838236,593.8368213038641,0.22094587935914908,0.20892529864135878,0.2477800644414091,0.21329155873487243,8.279033145792564,9.827197728406432,9.787369791666666,9.843390506887687,7.971549658103543,8.025340331619663,7.997925764707681,8.021281446577508,0.0005666963236583059,0.000532432519035821,0.0005972928608531724,0.0005373117276081192,0.023805384341747265,0.02307449932362176,0.02443957570935249,0.023179985496287938,0.9701601430999487,0.9474245281629372,0.9434466762156849,0.9457066790807007
106.jpg,Diseased,325.98085096624266,574.6903035186677,616.9720818014705,593.5672767737232,0.22060538723591266,0.20895186969458435,0.24773406945391055,0.2133169346776871,8.274041401663405,9.82246268370362,9.782375919117646,9.83894708568359,7.971807449964671,8.025078068328913,7.997648932225784,8.021015341487466,0.0005666457475578253,0.0005327205740913109,0.0005972933888389532,0.0005373845217296865,0.023804322035248668,0.023080740328059474,0.024439586511210722,0.02318155563653325,0.9701886150914554,0.9474624994267205,0.9434926512270922,0.9457367947121849
107.jpg,Diseased,325.98085096624266,593.5672767737232,616.9720818014705,574.6903035186677,0.22060538723591266,0.2133169346776871,0.24773406945391055,0.20895186969458435,8.274041401663405,9.83894708568359,9.782375919117646,9.82246268370362,7.971807449964671,8.021015341487466,7.997648932225784,8.025078068328913,0.0005666457475578253,0.0005373845217296865,0.0005972933888389532,0.0005327205740913109,0.023804322035248668,0.02318155563653325,0.024439586511210722,0.023080740328059474,0.9701886150914554,0.9457367947121849,0.9434926512270922,0.9474624994267205
108.jpg,Diseased,239.52952238258314,455.2509036491309,482.84608609068624,467.1290664210891,0.22003112384146672,0.21487132109055604,0.25521038525404416,0.21551981205617457,6.338383683953033,7.4355473696327845,7.424823835784314,7.483542458079123,7.916759350962823,7.945666118303844,7.928032553981181,7.9446122955211536,0.000525183308451006,0.0004985455597580173,0.0005397922760795878,0.0004988306995149492,0.022916878244014956,0.02232813381718269,0.023233430140200732,0.022334518116918244,0.9782207761208689,0.9586678855822675,0.9561198678181169,0.9575894723155305
109.jpg,Diseased,239.52952238258314,467.1290664210891,482.84608609068624,455.2509036491309,0.22003112384146672,0.21551981205617457,0.25521038525404416,0.21487132109055604,6.338383683953033,7.483542458079123,7.424823835784314,7.4355473696327845,7.916759350962823,7.9446122955211536,7.928032553981181,7.945666118303844,0.000525183308451006,0.0004988306995149492,0.0005397922760795878,0.0004985455597580173,0.022916878244014956,0.022334518116918244,0.023233430140200732,0.02232813381718269,0.9782207761208689,0.9575894723155305,0.9561198678181169,0.9586678855822675
